Entity,Code,Year,Voter turnout of registered voters,World regions according to OWID
North America,,1936,67.95,
North America,,1938,44.2,
North America,,1940,74.700005,
North America,,1944,62.716667,
North America,,1945,76.31,
North America,,1946,71.325,
North America,,1947,100,
North America,,1948,73.8875,
North America,,1949,65.365,
North America,,1950,70.84,
North America,,1951,64.65,
North America,,1952,70.835,
North America,,1953,67.56,
North America,,1954,61.09,
North America,,1955,67.18,
North America,,1956,73.24,
North America,,1957,69.270004,
North America,,1958,71.82667,
North America,,1959,55.355,
North America,,1960,59.26,
North America,,1961,65.585,
North America,,1962,74.645,
North America,,1963,79.715,
North America,,1964,64.9625,
North America,,1965,75.59,
North America,,1966,65.11833,
North America,,1967,61.3,
North America,,1968,57.469997,
North America,,1970,62.815,
North America,,1971,60.77667,
North America,,1972,78.77,
North America,,1973,60.3,
North America,,1974,66.765,
North America,,1976,73.672,
North America,,1978,63.025,
North America,,1979,62.56,
North America,,1980,81.545,
North America,,1981,68.653336,
North America,,1982,66.858,
North America,,1983,2.73,
North America,,1984,78.634995,
North America,,1985,65.35,
North America,,1986,70.276,
North America,,1988,69.8425,
North America,,1989,68.275,
North America,,1990,65.57667,
North America,,1991,57.748,
North America,,1992,86.96,
North America,,1993,75.25,
North America,,1994,61.045715,
North America,,1995,43.766666,
North America,,1996,68.0275,
North America,,1997,63.196667,
North America,,1998,68.215,
North America,,1999,54.5575,
North America,,2000,66.60571,
North America,,2001,69.12666,
North America,,2002,58.78,
North America,,2003,59.83,
North America,,2004,73.062,
North America,,2005,55.08,
North America,,2006,58.1825,
North America,,2007,62.296665,
North America,,2008,72.328,
North America,,2009,56.2425,
North America,,2010,53.318,
North America,,2011,57.022,
North America,,2012,63.2575,
North America,,2013,72.363335,
North America,,2014,61.9525,
North America,,2015,54.81333,
North America,,2016,53.294,
North America,,2017,59.49,
North America,,2018,62.143333,
North America,,2019,63.675003,
North America,,2020,55.36,
North America,,2021,59.039997,
North America,,2022,57.48,
North America,,2023,67.66,
North America,,2024,63.182,
North America (population-weighted),,1868,48.04807,
North America (population-weighted),,1870,45.114994,
North America (population-weighted),,1872,53.55399,
North America (population-weighted),,1874,48.82315,
North America (population-weighted),,1876,57.09396,
North America (population-weighted),,1878,49.467926,
North America (population-weighted),,1880,55.263103,
North America (population-weighted),,1882,50.537323,
North America (population-weighted),,1884,55.58617,
North America (population-weighted),,1886,45.417976,
North America (population-weighted),,1888,57.037098,
North America (population-weighted),,1890,46.570328,
North America (population-weighted),,1892,54.952065,
North America (population-weighted),,1894,48.753838,
North America (population-weighted),,1896,60.617985,
North America (population-weighted),,1898,43.713856,
North America (population-weighted),,1964,74.9838,
North America (population-weighted),,1970,58.85842,
North America (population-weighted),,1972,63.757534,
North America (population-weighted),,1974,44.924397,
North America (population-weighted),,1976,68.10376,
North America (population-weighted),,1978,39.10216,
North America (population-weighted),,1980,61.10576,
North America (population-weighted),,1982,54.24607,
North America (population-weighted),,1984,60.788353,
North America (population-weighted),,1988,67.69917,
North America (population-weighted),,1990,38.22705,
North America (population-weighted),,1994,52.307667,
North America (population-weighted),,2000,70.700455,
North America (population-weighted),,2004,58.162334,
North America (population-weighted),,2006,47.941757,
North America (population-weighted),,2008,48.059795,
North America (population-weighted),,2012,53.81849,
North America (population-weighted),,2018,44.608418,
North America (population-weighted),,2024,55.46658,
North Korea,PRK,1948,99.91,
North Korea,PRK,1957,99.99,
North Korea,PRK,1962,100,
North Korea,PRK,1967,100,
North Korea,PRK,1972,100,
North Korea,PRK,1977,100,
North Korea,PRK,1982,100,
North Korea,PRK,1986,100,
North Korea,PRK,1990,99.78,
North Korea,PRK,1998,99.85,
North Korea,PRK,2003,99.9,
North Korea,PRK,2009,99.98,
North Korea,PRK,2014,99.97,
North Korea,PRK,2019,99.99,
North Korea,PRK,2023,,Asia
North Macedonia,MKD,1994,77.76,
North Macedonia,MKD,1998,72.9,
North Macedonia,MKD,1999,69.1,
North Macedonia,MKD,2002,74.6,
North Macedonia,MKD,2004,53.64,
North Macedonia,MKD,2006,55.98,
North Macedonia,MKD,2008,57.99,
North Macedonia,MKD,2009,56.9,
North Macedonia,MKD,2011,63.48,
North Macedonia,MKD,2014,54.36,
North Macedonia,MKD,2016,66.79,
North Macedonia,MKD,2019,46.65,
North Macedonia,MKD,2020,52.02,
North Macedonia,MKD,2024,55.44,
North Macedonia,MKD,2023,,Europe
Northern Mariana Islands,MNP,2023,,Oceania
Norway,NOR,1829,45.3,
Norway,NOR,1832,48,
Norway,NOR,1835,52.3,
Norway,NOR,1838,50.3,
Norway,NOR,1841,50.9,
Norway,NOR,1844,49.4,
Norway,NOR,1847,49.1,
Norway,NOR,1850,50.3,
Norway,NOR,1853,45.4,
Norway,NOR,1856,44.1,
Norway,NOR,1859,47.7,
Norway,NOR,1862,44.6,
Norway,NOR,1865,41.8,
Norway,NOR,1868,47.6,
Norway,NOR,1870,45.1,
Norway,NOR,1873,45.6,
Norway,NOR,1876,43.1,
Norway,NOR,1879,48.7,
Norway,NOR,1882,72.5,
Norway,NOR,1885,75.1,
Norway,NOR,1888,70.4,
Norway,NOR,1891,73.7,
Norway,NOR,1894,90.2,
Norway,NOR,1897,85.3,
Norway,NOR,1900,57.3,
Norway,NOR,1903,55.5,
Norway,NOR,1906,60.9,
Norway,NOR,1909,56.6,
Norway,NOR,1912,65.9,
Norway,NOR,1915,57.6,
Norway,NOR,1918,60.5,
Norway,NOR,1921,67.9,
Norway,NOR,1924,69.9,
Norway,NOR,1927,68.1,
Norway,NOR,1930,77.6,
Norway,NOR,1933,76.4,
Norway,NOR,1936,84,
Norway,NOR,1945,76.36,
Norway,NOR,1949,82.02,
Norway,NOR,1953,79.33,
Norway,NOR,1957,78.32,
Norway,NOR,1961,79.07,
Norway,NOR,1965,85.43,
Norway,NOR,1969,83.84,
Norway,NOR,1973,80.24,
Norway,NOR,1977,82.89,
Norway,NOR,1981,81.99,
Norway,NOR,1985,84.03,
Norway,NOR,1989,83.16,
Norway,NOR,1993,75.85,
Norway,NOR,1997,78.33,
Norway,NOR,2001,75.48,
Norway,NOR,2005,77.44,
Norway,NOR,2009,76.37,
Norway,NOR,2013,78.23,
Norway,NOR,2017,78.22,
Norway,NOR,2021,77.17,
Norway,NOR,2023,,Europe
Oceania,,1901,60,
Oceania,,1902,76.7,
Oceania,,1903,50.27,
Oceania,,1905,83.3,
Oceania,,1906,51.48,
Oceania,,1908,79.8,
Oceania,,1910,62.8,
Oceania,,1911,83.5,
Oceania,,1913,73.49,
Oceania,,1914,79.115,
Oceania,,1917,78.3,
Oceania,,1919,76.045,
Oceania,,1922,73.53,
Oceania,,1925,90.705,
Oceania,,1928,90.825,
Oceania,,1929,94.85,
Oceania,,1931,89.17,
Oceania,,1934,95.17,
Oceania,,1935,90.75,
Oceania,,1937,96.13,
Oceania,,1938,92.9,
Oceania,,1940,94.82,
Oceania,,1943,96.32,
Oceania,,1946,95.774994,
Oceania,,1949,96.475006,
Oceania,,1951,96.09,
Oceania,,1954,95.31,
Oceania,,1955,95,
Oceania,,1957,93.44,
Oceania,,1958,95.44,
Oceania,,1960,90.26,
Oceania,,1961,95.22,
Oceania,,1963,92.634995,
Oceania,,1964,72.3,
Oceania,,1966,90.865,
Oceania,,1968,48.45,
Oceania,,1969,92.425,
Oceania,,1972,82.565,
Oceania,,1974,95.4,
Oceania,,1975,89.28,
Oceania,,1977,77.715,
Oceania,,1978,84.9,
Oceania,,1980,76.29,
Oceania,,1981,91.44,
Oceania,,1982,51.7,
Oceania,,1983,84.770004,
Oceania,,1984,83.31333,
Oceania,,1987,82.02,
Oceania,,1989,64.94,
Oceania,,1990,90.274994,
Oceania,,1991,71.3,
Oceania,,1992,79.985,
Oceania,,1993,81.52,
Oceania,,1994,74.8,
Oceania,,1995,67.95,
Oceania,,1996,92.024994,
Oceania,,1997,67.045,
Oceania,,1998,78.3,
Oceania,,1999,87.09,
Oceania,,2001,79.26,
Oceania,,2002,70.225006,
Oceania,,2004,81.45,
Oceania,,2005,80.29,
Oceania,,2006,60.475,
Oceania,,2007,94.76,
Oceania,,2008,74.92,
Oceania,,2010,72.79,
Oceania,,2011,74.21,
Oceania,,2012,70.055,
Oceania,,2013,93.23,
Oceania,,2014,83.82667,
Oceania,,2016,73.740005,
Oceania,,2017,65.685,
Oceania,,2018,71.92,
Oceania,,2019,79.715,
Oceania,,2020,66.765,
Oceania,,2022,67.4,
Oceania,,2023,78.2,
Oceania,,2024,82.35,
Oceania (population-weighted),,1887,44.79527,
Oceania (population-weighted),,1913,49.58622,
Oceania (population-weighted),,1914,63.80014,
Oceania (population-weighted),,1917,54.523373,
Oceania (population-weighted),,1919,63.88112,
Oceania (population-weighted),,1922,57.049797,
Oceania (population-weighted),,1925,80.760284,
Oceania (population-weighted),,1928,82.452644,
Oceania (population-weighted),,1929,68.51035,
Oceania (population-weighted),,1931,82.58927,
Oceania (population-weighted),,1934,68.005325,
Oceania (population-weighted),,1937,67.925766,
Oceania (population-weighted),,1940,66.22852,
Oceania (population-weighted),,1943,66.60649,
Oceania (population-weighted),,1946,79.973694,
Oceania (population-weighted),,1949,80.374084,
Oceania (population-weighted),,1951,80.13958,
Oceania (population-weighted),,1954,79.876236,
Oceania (population-weighted),,1955,64.24522,
Oceania (population-weighted),,1958,64.3925,
Oceania (population-weighted),,1961,64.081894,
Oceania (population-weighted),,1963,78.23383,
Oceania (population-weighted),,1966,77.244316,
Oceania (population-weighted),,1969,77.446594,
Oceania (population-weighted),,1972,88.18653,
Oceania (population-weighted),,1974,64.2438,
Oceania (population-weighted),,1975,76.53312,
Oceania (population-weighted),,1977,72.06262,
Oceania (population-weighted),,1980,63.779842,
Oceania (population-weighted),,1983,63.706486,
Oceania (population-weighted),,1984,76.67246,
Oceania (population-weighted),,1987,86.01511,
Oceania (population-weighted),,1990,74.86105,
Oceania (population-weighted),,1993,75.177246,
Oceania (population-weighted),,1996,73.79274,
Oceania (population-weighted),,2001,63.44362,
Oman,OMN,2007,62.7,
Oman,OMN,2011,76.04,
Oman,OMN,2015,56.66,
Oman,OMN,2019,49.02,
Oman,OMN,2023,65.85,Asia
Orange Free State,,2023,,Africa
Pakistan,PAK,1977,55.02,
Pakistan,PAK,1985,52.93,
Pakistan,PAK,1988,43.07,
Pakistan,PAK,1990,45.46,
Pakistan,PAK,1993,40.28,
Pakistan,PAK,1997,35.17,
Pakistan,PAK,2002,61.53,
Pakistan,PAK,2008,44.55,
Pakistan,PAK,2013,53.62,
Pakistan,PAK,2018,50.14,
Pakistan,PAK,2024,47.28,
Pakistan,PAK,2023,,Asia
Pakistan (former),,2023,,Asia
Palau,PLW,2023,,Oceania
Palestine,PSE,2023,,Asia
Palestine/West Bank,,1996,72.05,
Palestine/West Bank,,2005,45.56,
Palestine/West Bank,,2006,77.7,
Panama,PAN,1948,70.86,
Panama,PAN,1952,67.52,
Panama,PAN,1956,79.34,
Panama,PAN,1960,59.26,
Panama,PAN,1964,67.1,
Panama,PAN,1968,60.1,
Panama,PAN,1972,84.39,
Panama,PAN,1978,83.64,
Panama,PAN,1984,73.45,
Panama,PAN,1989,63.99,
Panama,PAN,1994,73.7,
Panama,PAN,1999,76.17,
Panama,PAN,2004,76.9,
Panama,PAN,2009,68.57,
Panama,PAN,2014,76.76,
Panama,PAN,2019,73.01,
Panama,PAN,2024,77.65,
Panama,PAN,2023,,North America
Papua New Guinea,PNG,1964,72.3,
Papua New Guinea,PNG,1968,48.45,
Papua New Guinea,PNG,1972,59.85,
Papua New Guinea,PNG,1977,60.35,
Papua New Guinea,PNG,1982,51.7,
Papua New Guinea,PNG,1987,73.54,
Papua New Guinea,PNG,1992,81.2,
Papua New Guinea,PNG,1997,65.74,
Papua New Guinea,PNG,2012,76.89,
Papua New Guinea,PNG,2017,51.62,
Papua New Guinea,PNG,2023,,Oceania
Paraguay,PRY,1963,85.12,
Paraguay,PRY,1967,68.9,
Paraguay,PRY,1968,73.14,
Paraguay,PRY,1973,77.39,
Paraguay,PRY,1978,85.96,
Paraguay,PRY,1983,92.62,
Paraguay,PRY,1988,92.17,
Paraguay,PRY,1989,54.03,
Paraguay,PRY,1991,51.7,
Paraguay,PRY,1993,69,
Paraguay,PRY,1998,80.54,
Paraguay,PRY,2003,64.2,
Paraguay,PRY,2008,60.34,
Paraguay,PRY,2013,68.02,
Paraguay,PRY,2018,61.25,
Paraguay,PRY,2023,62.86,South America
Peru,PER,1931,82.5,
Peru,PER,1945,58.76,
Peru,PER,1950,70.96,
Peru,PER,1956,84.04,
Peru,PER,1962,88.6,
Peru,PER,1963,94.38,
Peru,PER,1980,81.83,
Peru,PER,1985,91.15,
Peru,PER,1990,79.66,
Peru,PER,1995,72.96,
Peru,PER,2000,85.29,
Peru,PER,2001,83.71,
Peru,PER,2006,88.66,
Peru,PER,2011,83.72,
Peru,PER,2016,81.88,
Peru,PER,2020,74.07,
Peru,PER,2021,74.57,
Peru,PER,2023,,South America
Philippines,PHL,1907,93.6,
Philippines,PHL,1909,92.4,
Philippines,PHL,1969,88.6,
Philippines,PHL,1978,85.52,
Philippines,PHL,1987,90,
Philippines,PHL,1992,70.56,
Philippines,PHL,1995,70.68,
Philippines,PHL,1998,81.32,
Philippines,PHL,2001,81.08,
Philippines,PHL,2004,76.97,
Philippines,PHL,2007,63.68,
Philippines,PHL,2010,74.98,
Philippines,PHL,2013,77.31,
Philippines,PHL,2016,81.95,
Philippines,PHL,2019,74.31,
Philippines,PHL,2022,83.83,
Philippines,PHL,2023,,Asia
Piedmont-Sardinia,,1848,64.68,
Piedmont-Sardinia,,1849,65.93,
Piedmont-Sardinia,,1853,59.99,
Piedmont-Sardinia,,1857,64.72,
Piedmont-Sardinia,,1860,53.47,
Pitcairn,PCN,2023,,Oceania
Poland,POL,1922,67.9,
Poland,POL,1928,79,
Poland,POL,1930,74.8,
Poland,POL,1935,45.9,
Poland,POL,1938,67.1,
Poland,POL,1947,89.3,
Poland,POL,1952,95.03,
Poland,POL,1957,94.14,
Poland,POL,1961,94.83,
Poland,POL,1965,96.62,
Poland,POL,1969,97.61,
Poland,POL,1972,97.94,
Poland,POL,1976,98.27,
Poland,POL,1980,98.87,
Poland,POL,1985,78.86,
Poland,POL,1989,62.11,
Poland,POL,1990,60.6,
Poland,POL,1991,43.2,
Poland,POL,1993,52.08,
Poland,POL,1995,64.7,
Poland,POL,1997,47.93,
Poland,POL,2000,61.12,
Poland,POL,2001,46.18,
Poland,POL,2005,50.99,
Poland,POL,2007,53.88,
Poland,POL,2010,55.31,
Poland,POL,2011,48.92,
Poland,POL,2015,55.34,
Poland,POL,2019,61.74,
Poland,POL,2020,68.18,
Poland,POL,2023,74.38,Europe
Portugal,PRT,1861,64.5,
Portugal,PRT,1864,68.1,
Portugal,PRT,1865,72,
Portugal,PRT,1868,72.6,
Portugal,PRT,1869,60.3,
Portugal,PRT,1870,61.9,
Portugal,PRT,1871,64.5,
Portugal,PRT,1874,56.4,
Portugal,PRT,1878,63.5,
Portugal,PRT,1879,64.9,
Portugal,PRT,1881,58.4,
Portugal,PRT,1906,72.5,
Portugal,PRT,1908,68.7,
Portugal,PRT,1915,59.9,
Portugal,PRT,1918,57,
Portugal,PRT,1922,69.1,
Portugal,PRT,1925,71,
Portugal,PRT,1934,80.2,
Portugal,PRT,1938,83.7,
Portugal,PRT,1942,87.1,
Portugal,PRT,1945,53.8,
Portugal,PRT,1949,75.8,
Portugal,PRT,1953,68.2,
Portugal,PRT,1957,70.4,
Portugal,PRT,1961,74,
Portugal,PRT,1965,73.6,
Portugal,PRT,1969,62.5,
Portugal,PRT,1973,66.4,
Portugal,PRT,1975,91.73,
Portugal,PRT,1976,83.27,
Portugal,PRT,1979,87.54,
Portugal,PRT,1980,85.45,
Portugal,PRT,1983,78.64,
Portugal,PRT,1985,75.73,
Portugal,PRT,1986,78.15,
Portugal,PRT,1987,72.64,
Portugal,PRT,1991,68.18,
Portugal,PRT,1995,66.3,
Portugal,PRT,1996,66.29,
Portugal,PRT,1999,61.05,
Portugal,PRT,2001,50.03,
Portugal,PRT,2002,62.84,
Portugal,PRT,2005,64.26,
Portugal,PRT,2006,61.53,
Portugal,PRT,2009,59.68,
Portugal,PRT,2011,58.03,
Portugal,PRT,2015,55.84,
Portugal,PRT,2016,48.7,
Portugal,PRT,2019,48.57,
Portugal,PRT,2021,39.24,
Portugal,PRT,2022,57.96,
Portugal,PRT,2024,59.9,
Portugal,PRT,2023,,Europe
Puerto Rico,PRI,2023,,North America
Qatar,QAT,2021,63.5,
Qatar,QAT,2023,,Asia
Republic of Vietnam,OWID_RVN,1961,89,
Republic of Vietnam,OWID_RVN,1966,80.8,
Republic of Vietnam,OWID_RVN,1967,83.2,
Republic of Vietnam,OWID_RVN,1971,89.9,
Republic of Vietnam,OWID_RVN,2023,,Asia
Reunion,REU,2023,,Africa
Romania,ROU,1922,76,
Romania,ROU,1926,75,
Romania,ROU,1927,77,
Romania,ROU,1928,77.4,
Romania,ROU,1931,72.5,
Romania,ROU,1932,70.8,
Romania,ROU,1933,68,
Romania,ROU,1937,66.1,
Romania,ROU,1939,89,
Romania,ROU,1948,91.2,
Romania,ROU,1952,97.9,
Romania,ROU,1957,99.2,
Romania,ROU,1961,99.8,
Romania,ROU,1969,100,
Romania,ROU,1975,100,
Romania,ROU,1980,99.99,
Romania,ROU,1985,100,
Romania,ROU,1990,86.2,
Romania,ROU,1992,76.3,
Romania,ROU,1996,76,
Romania,ROU,2000,65.31,
Romania,ROU,2004,58.51,
Romania,ROU,2008,39.2,
Romania,ROU,2009,58.02,
Romania,ROU,2012,41.76,
Romania,ROU,2014,64.11,
Romania,ROU,2016,37.79,
Romania,ROU,2019,54.46,
Romania,ROU,2020,31.84,
Romania,ROU,2024,52.55,
Romania,ROU,2023,,Europe
Russia,RUS,1917,48.44,
Russia,RUS,1991,74.66,
Russia,RUS,1993,50,
Russia,RUS,1995,64.73,
Russia,RUS,1996,69.7,
Russia,RUS,1999,62.33,
Russia,RUS,2000,68.64,
Russia,RUS,2003,55.67,
Russia,RUS,2004,64.39,
Russia,RUS,2007,63.71,
Russia,RUS,2008,69.71,
Russia,RUS,2011,60.1,
Russia,RUS,2012,65.27,
Russia,RUS,2016,47.88,
Russia,RUS,2018,67.5,
Russia,RUS,2021,51.58,
Russia,RUS,2024,77.49,
Russia,RUS,2023,,Europe
Rwanda,RWA,1961,95.6,
Rwanda,RWA,1965,87.6,
Rwanda,RWA,1969,90.9,
Rwanda,RWA,1981,96.47,
Rwanda,RWA,1988,98.5,
Rwanda,RWA,2003,96.5,
Rwanda,RWA,2008,98.5,
Rwanda,RWA,2010,97.51,
Rwanda,RWA,2013,98.8,
Rwanda,RWA,2017,98.15,
Rwanda,RWA,2018,93.04,
Rwanda,RWA,2024,98.2,
Rwanda,RWA,2023,,Africa
Saint Barthelemy,BLM,2023,,North America
Saint Helena,SHN,2023,,Africa
Saint Kitts and Nevis,KNA,2023,,North America
Saint Lucia,LCA,2023,,North America
Saint Martin (French part),MAF,2023,,North America
Saint Pierre and Miquelon,SPM,2023,,North America
Saint Vincent and the Grenadines,VCT,2023,,North America
Samoa,WSM,2023,,Oceania
San Marino,SMR,2023,,Europe
Sao Tome and Principe,STP,1991,76.74,
Sao Tome and Principe,STP,1994,52.09,
Sao Tome and Principe,STP,1996,78.7,
Sao Tome and Principe,STP,1998,64.68,
Sao Tome and Principe,STP,2001,70.55,
Sao Tome and Principe,STP,2002,66.29,
Sao Tome and Principe,STP,2006,66.9,
Sao Tome and Principe,STP,2010,88.45,
Sao Tome and Principe,STP,2011,74.09,
Sao Tome and Principe,STP,2014,74.91,
Sao Tome and Principe,STP,2016,64.31,
Sao Tome and Principe,STP,2018,80.65,
Sao Tome and Principe,STP,2021,67.76,
Sao Tome and Principe,STP,2022,65.67,
Sao Tome and Principe,STP,2023,,Africa
Saudi Arabia,SAU,2023,,Asia
Senegal,SEN,1957,54.6,
Senegal,SEN,1959,74.5,
Senegal,SEN,1963,86.2,
Senegal,SEN,1968,94.6,
Senegal,SEN,1973,97,
Senegal,SEN,1983,58.2,
Senegal,SEN,1988,58.7,
Senegal,SEN,1993,51.5,
Senegal,SEN,1998,39.28,
Senegal,SEN,2000,61,
Senegal,SEN,2001,67.26,
Senegal,SEN,2007,70.62,
Senegal,SEN,2012,57.12,
Senegal,SEN,2017,53.66,
Senegal,SEN,2019,66.27,
Senegal,SEN,2022,46.64,
Senegal,SEN,2024,61.3,
Senegal,SEN,2023,,Africa
Serbia,SRB,1889,71.07,
Serbia,SRB,1992,64.1,
Serbia,SRB,2000,71.55,
Serbia,SRB,2002,55.48,
Serbia,SRB,2003,58.7,
Serbia,SRB,2004,48.7,
Serbia,SRB,2007,60.57,
Serbia,SRB,2008,68.12,
Serbia,SRB,2012,57.91,
Serbia,SRB,2014,53.09,
Serbia,SRB,2016,56.07,
Serbia,SRB,2017,54.36,
Serbia,SRB,2020,48.93,
Serbia,SRB,2022,58.4,
Serbia,SRB,2023,58.77,Europe
Serbia and Montenegro,OWID_SRM,2023,,Europe
Seychelles,SYC,1948,89,
Seychelles,SYC,1953,36,
Seychelles,SYC,1957,59,
Seychelles,SYC,1979,96.4,
Seychelles,SYC,1984,95.9,
Seychelles,SYC,1989,91.5,
Seychelles,SYC,1992,85.3,
Seychelles,SYC,1993,86.53,
Seychelles,SYC,1998,86.7,
Seychelles,SYC,2001,93.25,
Seychelles,SYC,2002,84.52,
Seychelles,SYC,2006,88.69,
Seychelles,SYC,2007,85.9,
Seychelles,SYC,2011,85.26,
Seychelles,SYC,2015,90.06,
Seychelles,SYC,2016,87.6,
Seychelles,SYC,2020,88.45,
Seychelles,SYC,2023,,Africa
Sierra Leone,SLE,1957,33.4,
Sierra Leone,SLE,1996,68.59,
Sierra Leone,SLE,2002,81.43,
Sierra Leone,SLE,2007,76.31,
Sierra Leone,SLE,2012,91.05,
Sierra Leone,SLE,2018,84.2,
Sierra Leone,SLE,2023,83,Africa
Singapore,SGP,1955,52.7,
Singapore,SGP,1959,90.1,
Singapore,SGP,1963,95.1,
Singapore,SGP,1968,94.09,
Singapore,SGP,1972,82.15,
Singapore,SGP,1976,95.1,
Singapore,SGP,1980,95.48,
Singapore,SGP,1984,95.59,
Singapore,SGP,1988,94.7,
Singapore,SGP,1991,95.03,
Singapore,SGP,1993,94.48,
Singapore,SGP,1997,95.91,
Singapore,SGP,2001,94.61,
Singapore,SGP,2006,94.01,
Singapore,SGP,2011,94.65,
Singapore,SGP,2015,93.56,
Singapore,SGP,2020,95.81,
Singapore,SGP,2023,93.55,Asia
Sint Maarten (Dutch part),SXM,2023,,North America
Slovakia,SVK,1971,99.4,
Slovakia,SVK,1976,99.7,
Slovakia,SVK,1981,99.4,
Slovakia,SVK,1986,99.2,
Slovakia,SVK,1990,96.33,
Slovakia,SVK,1992,84.68,
Slovakia,SVK,1994,75.41,
Slovakia,SVK,1998,84.25,
Slovakia,SVK,1999,75.42,
Slovakia,SVK,2002,70.07,
Slovakia,SVK,2004,47.91,
Slovakia,SVK,2006,54.67,
Slovakia,SVK,2009,51.67,
Slovakia,SVK,2010,58.84,
Slovakia,SVK,2012,59.11,
Slovakia,SVK,2014,50.48,
Slovakia,SVK,2016,59.82,
Slovakia,SVK,2019,48.44,
Slovakia,SVK,2020,65.81,
Slovakia,SVK,2023,68.52,Europe
Slovakia,SVK,2024,61.12,
Slovenia,SVN,1907,84.6,
Slovenia,SVN,1911,80.2,
Slovenia,SVN,1990,83,
Slovenia,SVN,1992,85.84,
Slovenia,SVN,1996,73.67,
Slovenia,SVN,1997,68.65,
Slovenia,SVN,2000,70.36,
Slovenia,SVN,2002,72.04,
Slovenia,SVN,2004,60.64,
Slovenia,SVN,2007,58.45,
Slovenia,SVN,2008,63.1,
Slovenia,SVN,2011,65.6,
Slovenia,SVN,2012,48.41,
Slovenia,SVN,2014,51.73,
Slovenia,SVN,2017,43.9,
Slovenia,SVN,2018,52.64,
Slovenia,SVN,2022,70.97,
Slovenia,SVN,2023,,Europe
Solomon Islands,SLB,1980,58.23,
Solomon Islands,SLB,1984,62.04,
Solomon Islands,SLB,1989,64.94,
Solomon Islands,SLB,1993,63.61,
Solomon Islands,SLB,1997,68.35,
Solomon Islands,SLB,2001,61.88,
Solomon Islands,SLB,2006,56.95,
Solomon Islands,SLB,2010,52.36,
Solomon Islands,SLB,2014,89.93,
Solomon Islands,SLB,2019,67.54,
Solomon Islands,SLB,2024,82.35,
Solomon Islands,SLB,2023,,Oceania
Somalia,SOM,1956,69.12,
Somalia,SOM,1984,99.86,
Somalia,SOM,2023,,Africa
Somaliland,OWID_SML,2010,50.31,
Somaliland,OWID_SML,2017,80.32,
Somaliland,OWID_SML,2021,65.31,
Somaliland,OWID_SML,2024,53,
South Africa,ZAF,1989,69.5,
South Africa,ZAF,1994,86.87,
South Africa,ZAF,1999,89.28,
South Africa,ZAF,2004,76.73,
South Africa,ZAF,2009,77.3,
South Africa,ZAF,2014,73.48,
South Africa,ZAF,2019,66.05,
South Africa,ZAF,2024,58.64,
South Africa,ZAF,2023,,Africa
South America,,1873,53,
South America,,1876,75.7,
South America,,1879,70,
South America,,1912,68.5,
South America,,1914,55.7,
South America,,1916,62.7,
South America,,1918,56.4,
South America,,1920,53,
South America,,1922,55.2,
South America,,1924,44.2,
South America,,1926,49.2,
South America,,1928,80.9,
South America,,1930,75.1,
South America,,1931,76.46667,
South America,,1932,74.4,
South America,,1934,65.9,
South America,,1936,70.9,
South America,,1938,59.300003,
South America,,1939,50.7,
South America,,1942,80.2,
South America,,1945,61.4,
South America,,1946,70.917496,
South America,,1947,56.6275,
South America,,1948,68.02,
South America,,1949,71.31,
South America,,1950,69.4125,
South America,,1952,75.76,
South America,,1953,72.8,
South America,,1954,75.2425,
South America,,1955,59.68,
South America,,1956,80.83,
South America,,1957,62.09,
South America,,1958,83,
South America,,1960,75.572,
South America,,1961,81.990005,
South America,,1962,77.686,
South America,,1963,90.57,
South America,,1964,78.1375,
South America,,1965,82.015,
South America,,1966,70.6325,
South America,,1967,68.9,
South America,,1968,73.956,
South America,,1969,74.15,
South America,,1970,71.14,
South America,,1971,88.61,
South America,,1973,83.36,
South America,,1974,69.5,
South America,,1977,77.77,
South America,,1978,73.678,
South America,,1979,80.49,
South America,,1980,83.263336,
South America,,1982,66.065,
South America,,1983,87.87334,
South America,,1984,81.945,
South America,,1985,82.277504,
South America,,1986,59.809998,
South America,,1987,84.285,
South America,,1988,83.93,
South America,,1989,79.995,
South America,,1990,72.255005,
South America,,1991,59.68,
South America,,1992,77.05,
South America,,1993,74.298004,
South America,,1994,71.29,
South America,,1995,76.96,
South America,,1996,69.185,
South America,,1997,81.33,
South America,,1998,70.326004,
South America,,1999,76.8125,
South America,,2000,75.52,
South America,,2001,84.44,
South America,,2002,67.9975,
South America,,2003,70.55,
South America,,2004,88.29,
South America,,2005,63.012,
South America,,2006,76.01125,
South America,,2007,72.505,
South America,,2008,68.03,
South America,,2009,83.912,
South America,,2010,71.544,
South America,,2011,78.666664,
South America,,2012,80.28,
South America,,2013,70.984,
South America,,2014,76.6175,
South America,,2015,74.86,
South America,,2016,81.88,
South America,,2017,61.9775,
South America,,2018,60.010002,
South America,,2019,85.86667,
South America,,2020,67.346,
South America,,2021,70.5275,
South America,,2022,68.759995,
South America,,2023,76.95,
South America,,2024,74.259995,
South America (population-weighted),,1945,50.859756,
South America (population-weighted),,1954,47.696293,
South America (population-weighted),,1958,66.16992,
South America (population-weighted),,1960,61.786724,
South America (population-weighted),,1962,64.051285,
South America (population-weighted),,1978,54.48131,
South America (population-weighted),,1989,61.655987,
South America (population-weighted),,1990,57.168575,
South America (population-weighted),,1998,54.07431,
South America (population-weighted),,2002,50.755566,
