Entity,Code,Day,People vaccinated (cumulative)
Cayman Islands,CYM,2021-04-30,35774
Cayman Islands,CYM,2021-05-05,37062
Cayman Islands,CYM,2021-05-07,37470
Cayman Islands,CYM,2021-05-13,39493
Cayman Islands,CYM,2021-05-14,39792
Cayman Islands,CYM,2021-05-19,40778
Cayman Islands,CYM,2021-05-25,42521
Cayman Islands,CYM,2021-05-26,42790
Cayman Islands,CYM,2021-05-28,43235
Cayman Islands,CYM,2021-06-02,44691
Cayman Islands,CYM,2021-06-03,45195
Cayman Islands,CYM,2021-06-05,45766
Cayman Islands,CYM,2021-06-08,46928
Cayman Islands,CYM,2021-06-17,47001
Cayman Islands,CYM,2021-06-21,47061
Cayman Islands,CYM,2021-06-22,47419
Cayman Islands,CYM,2021-06-24,47633
Cayman Islands,CYM,2021-06-25,47802
Cayman Islands,CYM,2021-06-28,48262
Cayman Islands,CYM,2021-06-30,48418
Cayman Islands,CYM,2021-07-01,48464
Cayman Islands,CYM,2021-07-02,48493
Cayman Islands,CYM,2021-07-06,48665
Cayman Islands,CYM,2021-07-07,48722
Cayman Islands,CYM,2021-07-08,48764
Cayman Islands,CYM,2021-07-12,48942
Cayman Islands,CYM,2021-07-14,49050
Cayman Islands,CYM,2021-07-15,49141
Cayman Islands,CYM,2021-07-19,49316
Cayman Islands,CYM,2021-07-21,49403
Cayman Islands,CYM,2021-07-22,49444
Cayman Islands,CYM,2021-07-23,49474
Cayman Islands,CYM,2021-07-27,49672
Cayman Islands,CYM,2021-07-29,49785
Cayman Islands,CYM,2021-07-30,49960
Cayman Islands,CYM,2021-08-02,50171
Cayman Islands,CYM,2021-08-06,50308
Cayman Islands,CYM,2021-08-10,50524
Cayman Islands,CYM,2021-08-11,50607
Cayman Islands,CYM,2021-08-12,50682
Cayman Islands,CYM,2021-08-18,50884
Cayman Islands,CYM,2021-08-20,50943
Cayman Islands,CYM,2021-08-24,51078
Cayman Islands,CYM,2021-08-29,51175
Cayman Islands,CYM,2021-08-31,51514
Cayman Islands,CYM,2021-09-02,51742
Cayman Islands,CYM,2021-09-06,52158
Cayman Islands,CYM,2021-09-08,52433
Cayman Islands,CYM,2021-09-10,52622
Cayman Islands,CYM,2021-09-11,52831
Cayman Islands,CYM,2021-09-14,53626
Cayman Islands,CYM,2021-09-15,53934
Cayman Islands,CYM,2021-09-16,54167
Cayman Islands,CYM,2021-09-21,54681
Cayman Islands,CYM,2021-09-22,54796
Cayman Islands,CYM,2021-09-29,55129
Cayman Islands,CYM,2021-10-22,55991
Cayman Islands,CYM,2021-10-29,56365
Cayman Islands,CYM,2021-11-05,56887
Cayman Islands,CYM,2021-11-12,57357
Cayman Islands,CYM,2021-11-19,57558
Cayman Islands,CYM,2021-11-29,57952
Cayman Islands,CYM,2021-12-03,58143
Cayman Islands,CYM,2021-12-10,58371
Cayman Islands,CYM,2021-12-17,58569
Cayman Islands,CYM,2021-12-23,58591
Cayman Islands,CYM,2022-01-07,58939
Cayman Islands,CYM,2022-01-14,59097
Cayman Islands,CYM,2022-01-21,59188
Cayman Islands,CYM,2022-01-28,59308
Cayman Islands,CYM,2022-02-04,59441
Cayman Islands,CYM,2022-02-18,59591
Cayman Islands,CYM,2022-03-25,60364
Cayman Islands,CYM,2022-04-11,60728
Cayman Islands,CYM,2022-04-22,60763
Cayman Islands,CYM,2022-04-29,60801
Cayman Islands,CYM,2022-05-06,60855
Cayman Islands,CYM,2022-05-13,60930
Cayman Islands,CYM,2022-05-20,60995
Cayman Islands,CYM,2022-06-03,61119
Cayman Islands,CYM,2022-06-10,61175
Cayman Islands,CYM,2022-06-17,61240
Cayman Islands,CYM,2022-06-24,61307
Cayman Islands,CYM,2022-07-08,61433
Cayman Islands,CYM,2022-07-15,61453
Cayman Islands,CYM,2022-07-22,61529
Cayman Islands,CYM,2022-07-29,61550
Cayman Islands,CYM,2022-08-05,61583
Cayman Islands,CYM,2022-08-12,61607
Cayman Islands,CYM,2022-08-19,61630
Cayman Islands,CYM,2022-08-26,61663
Cayman Islands,CYM,2022-10-07,61787
Cayman Islands,CYM,2022-11-11,61818
Cayman Islands,CYM,2022-12-16,61826
Cayman Islands,CYM,2023-01-20,61859
Cayman Islands,CYM,2023-03-10,61932
Cayman Islands,CYM,2023-03-31,62023
Cayman Islands,CYM,2023-04-21,62085
Cayman Islands,CYM,2023-06-09,62113
Cayman Islands,CYM,2023-12-29,62113
Central African Republic,CAF,2021-05-12,667
Central African Republic,CAF,2021-05-31,18408
Central African Republic,CAF,2021-06-08,26541
Central African Republic,CAF,2021-06-14,29757
Central African Republic,CAF,2021-06-15,42644
Central African Republic,CAF,2021-09-22,140492
Central African Republic,CAF,2021-09-30,197103
Central African Republic,CAF,2021-10-14,245444
Central African Republic,CAF,2021-10-21,329627
Central African Republic,CAF,2021-11-01,361984
Central African Republic,CAF,2021-11-07,362174
Central African Republic,CAF,2021-11-19,362298
Central African Republic,CAF,2021-12-04,375096
Central African Republic,CAF,2022-01-15,514271
Central African Republic,CAF,2022-01-21,530449
Central African Republic,CAF,2022-01-31,572911
Central African Republic,CAF,2022-02-06,619646
Central African Republic,CAF,2022-02-18,744672
Central African Republic,CAF,2022-02-25,775176
Central African Republic,CAF,2022-03-04,819313
Central African Republic,CAF,2022-03-11,880271
Central African Republic,CAF,2022-03-25,923553
Central African Republic,CAF,2022-04-26,1015918
Central African Republic,CAF,2022-05-01,1023144
Central African Republic,CAF,2022-05-22,1092961
Central African Republic,CAF,2022-06-05,1101130
Central African Republic,CAF,2022-06-19,1124848
Central African Republic,CAF,2022-07-03,1260593
Central African Republic,CAF,2022-07-17,1300418
Central African Republic,CAF,2022-07-24,1301882
Central African Republic,CAF,2022-08-14,1302580
Central African Republic,CAF,2022-08-28,1344611
Central African Republic,CAF,2022-09-04,1455323
Central African Republic,CAF,2022-09-11,1473460
Central African Republic,CAF,2022-09-18,1660574
Central African Republic,CAF,2022-09-25,1667260
Central African Republic,CAF,2022-10-16,1674402
Central African Republic,CAF,2022-10-23,1674402
Central African Republic,CAF,2022-11-06,1713735
Central African Republic,CAF,2022-11-13,1713735
Central African Republic,CAF,2022-11-20,1748700
Central African Republic,CAF,2022-11-27,1884410
Central African Republic,CAF,2022-12-04,1962326
Central African Republic,CAF,2022-12-18,1984791
Central African Republic,CAF,2023-01-08,2064227
Central African Republic,CAF,2023-01-15,2252721
Central African Republic,CAF,2023-01-22,2292088
Central African Republic,CAF,2023-03-05,2381935
Central African Republic,CAF,2023-03-26,2381935
Central African Republic,CAF,2023-04-30,2381935
Central African Republic,CAF,2023-05-21,2381935
Central African Republic,CAF,2023-06-18,2600389
Central African Republic,CAF,2023-07-16,2600389
Central African Republic,CAF,2023-09-03,2600389
Chad,TCD,2021-06-10,5324
Chad,TCD,2021-06-23,8981
Chad,TCD,2021-06-28,9799
Chad,TCD,2021-07-05,10920
Chad,TCD,2021-07-07,15966
Chad,TCD,2021-07-15,18484
Chad,TCD,2021-07-21,21581
Chad,TCD,2021-07-29,22445
Chad,TCD,2021-08-05,26511
Chad,TCD,2021-08-12,29786
Chad,TCD,2021-08-19,33525
Chad,TCD,2021-08-28,37024
Chad,TCD,2021-08-30,40329
Chad,TCD,2021-09-09,60431
Chad,TCD,2021-09-15,86821
Chad,TCD,2021-09-19,98213
Chad,TCD,2021-09-26,113135
Chad,TCD,2021-09-29,123426
Chad,TCD,2021-10-06,139591
Chad,TCD,2021-10-11,146669
Chad,TCD,2021-10-13,150842
Chad,TCD,2021-10-17,155038
Chad,TCD,2021-10-24,165934
Chad,TCD,2021-10-31,166793
Chad,TCD,2021-11-03,167809
Chad,TCD,2021-11-07,170210
Chad,TCD,2021-11-10,172432
Chad,TCD,2021-11-14,175171
Chad,TCD,2021-11-21,179130
Chad,TCD,2021-11-27,185794
Chad,TCD,2021-12-05,198522
Chad,TCD,2021-12-12,205259
Chad,TCD,2022-01-16,254847
Chad,TCD,2022-01-30,254847
Chad,TCD,2022-02-04,267953
Chad,TCD,2022-02-18,271031
Chad,TCD,2022-03-04,276118
Chad,TCD,2022-03-11,281174
Chad,TCD,2022-03-18,282003
Chad,TCD,2022-03-29,884691
Chad,TCD,2022-03-31,884691
Chad,TCD,2022-04-09,2159731
Chad,TCD,2022-04-26,2212530
Chad,TCD,2022-05-22,2214232
Chad,TCD,2022-06-05,2216437
Chad,TCD,2022-06-19,2218493
Chad,TCD,2022-08-14,3736379
Chad,TCD,2022-08-28,3739193
Chad,TCD,2022-10-02,3746216
Chad,TCD,2022-11-13,3749370
Chad,TCD,2022-12-11,3750058
Chad,TCD,2023-08-13,4933174
Chad,TCD,2023-09-10,5067129
Chad,TCD,2023-11-19,5146338
Chad,TCD,2023-12-31,5147667
Chile,CHL,2020-12-24,420
Chile,CHL,2020-12-25,5199
Chile,CHL,2020-12-26,8339
Chile,CHL,2020-12-27,8648
Chile,CHL,2021-01-04,9053
Chile,CHL,2021-01-05,10497
Chile,CHL,2021-01-06,10703
Chile,CHL,2021-01-08,10704
Chile,CHL,2021-01-10,10705
Chile,CHL,2021-01-11,10706
Chile,CHL,2021-01-13,10707
Chile,CHL,2021-01-14,12827
Chile,CHL,2021-01-15,13783
Chile,CHL,2021-01-16,13806
Chile,CHL,2021-01-18,24856
Chile,CHL,2021-01-19,44222
Chile,CHL,2021-01-20,53532
Chile,CHL,2021-01-21,56588
Chile,CHL,2021-01-22,56999
Chile,CHL,2021-01-25,57016
Chile,CHL,2021-01-26,57035
Chile,CHL,2021-01-27,57036
Chile,CHL,2021-01-29,57036
Chile,CHL,2021-01-30,57037
Chile,CHL,2021-01-31,57037
Chile,CHL,2021-02-01,57038
Chile,CHL,2021-02-02,70231
Chile,CHL,2021-02-03,240619
Chile,CHL,2021-02-04,414693
Chile,CHL,2021-02-05,583545
Chile,CHL,2021-02-06,611401
Chile,CHL,2021-02-07,620040
Chile,CHL,2021-02-08,841567
Chile,CHL,2021-02-09,1084120
Chile,CHL,2021-02-10,1356594
Chile,CHL,2021-02-11,1608024
Chile,CHL,2021-02-12,1837311
Chile,CHL,2021-02-13,1866842
Chile,CHL,2021-02-14,1871310
Chile,CHL,2021-02-15,2137219
Chile,CHL,2021-02-16,2357313
Chile,CHL,2021-02-17,2545363
Chile,CHL,2021-02-18,2700661
Chile,CHL,2021-02-19,2842813
Chile,CHL,2021-02-20,2852454
Chile,CHL,2021-02-21,2853617
Chile,CHL,2021-02-22,2961760
Chile,CHL,2021-02-23,3055981
Chile,CHL,2021-02-24,3142094
Chile,CHL,2021-02-25,3228073
Chile,CHL,2021-02-26,3306386
Chile,CHL,2021-02-27,3316432
Chile,CHL,2021-02-28,3316786
Chile,CHL,2021-03-01,3453973
Chile,CHL,2021-03-02,3612951
Chile,CHL,2021-03-03,3770837
Chile,CHL,2021-03-04,3915618
Chile,CHL,2021-03-05,4051909
Chile,CHL,2021-03-06,4061558
Chile,CHL,2021-03-07,4062633
Chile,CHL,2021-03-08,4199280
Chile,CHL,2021-03-09,4338349
Chile,CHL,2021-03-10,4474208
Chile,CHL,2021-03-11,4645674
Chile,CHL,2021-03-12,4796939
Chile,CHL,2021-03-13,4821231
Chile,CHL,2021-03-14,4823984
Chile,CHL,2021-03-15,4981912
Chile,CHL,2021-03-16,5148612
Chile,CHL,2021-03-17,5299960
Chile,CHL,2021-03-18,5448894
Chile,CHL,2021-03-19,5588807
Chile,CHL,2021-03-20,5612003
Chile,CHL,2021-03-21,5614855
Chile,CHL,2021-03-22,5761677
Chile,CHL,2021-03-23,5912024
Chile,CHL,2021-03-24,6066368
Chile,CHL,2021-03-25,6223903
Chile,CHL,2021-03-26,6390547
Chile,CHL,2021-03-27,6403496
Chile,CHL,2021-03-28,6404466
Chile,CHL,2021-03-29,6555812
Chile,CHL,2021-03-30,6689816
Chile,CHL,2021-03-31,6817032
Chile,CHL,2021-04-01,6951934
Chile,CHL,2021-04-02,6953829
Chile,CHL,2021-04-03,6955710
Chile,CHL,2021-04-04,6956375
Chile,CHL,2021-04-05,7036395
Chile,CHL,2021-04-06,7129599
Chile,CHL,2021-04-07,7224533
Chile,CHL,2021-04-08,7301339
Chile,CHL,2021-04-09,7372279
Chile,CHL,2021-04-10,7383480
Chile,CHL,2021-04-11,7384581
Chile,CHL,2021-04-12,7462808
Chile,CHL,2021-04-13,7537863
Chile,CHL,2021-04-14,7617289
Chile,CHL,2021-04-15,7679641
Chile,CHL,2021-04-16,7738118
Chile,CHL,2021-04-17,7746030
Chile,CHL,2021-04-18,7746906
Chile,CHL,2021-04-19,7790903
Chile,CHL,2021-04-20,7830189
Chile,CHL,2021-04-21,7861400
Chile,CHL,2021-04-22,7917837
Chile,CHL,2021-04-23,7957733
Chile,CHL,2021-04-24,7963483
Chile,CHL,2021-04-25,7963836
Chile,CHL,2021-04-26,8006984
Chile,CHL,2021-04-27,8046025
Chile,CHL,2021-04-28,8089549
Chile,CHL,2021-04-29,8120469
Chile,CHL,2021-04-30,8171482
Chile,CHL,2021-05-01,8172573
Chile,CHL,2021-05-02,8173374
Chile,CHL,2021-05-03,8249505
Chile,CHL,2021-05-04,8330642
Chile,CHL,2021-05-05,8412209
Chile,CHL,2021-05-06,8493862
Chile,CHL,2021-05-07,8578042
Chile,CHL,2021-05-08,8595429
Chile,CHL,2021-05-09,8596394
Chile,CHL,2021-05-10,8699763
Chile,CHL,2021-05-11,8807229
Chile,CHL,2021-05-12,8912145
Chile,CHL,2021-05-13,9009204
Chile,CHL,2021-05-14,9112514
Chile,CHL,2021-05-15,9113572
Chile,CHL,2021-05-16,9113838
Chile,CHL,2021-05-17,9238506
Chile,CHL,2021-05-18,9374688
Chile,CHL,2021-05-19,9500518
Chile,CHL,2021-05-20,9629092
Chile,CHL,2021-05-21,9637543
Chile,CHL,2021-05-22,9664490
Chile,CHL,2021-05-23,9668191
Chile,CHL,2021-05-24,9844134
Chile,CHL,2021-05-25,10034086
Chile,CHL,2021-05-26,10214816
Chile,CHL,2021-05-27,10381818
Chile,CHL,2021-05-28,10527321
Chile,CHL,2021-05-29,10568923
Chile,CHL,2021-05-30,10578046
Chile,CHL,2021-05-31,10734157
Chile,CHL,2021-06-01,10884127
Chile,CHL,2021-06-02,11016626
Chile,CHL,2021-06-03,11111919
Chile,CHL,2021-06-04,11188744
Chile,CHL,2021-06-05,11213411
Chile,CHL,2021-06-06,11217188
Chile,CHL,2021-06-07,11298616
Chile,CHL,2021-06-08,11379021
Chile,CHL,2021-06-09,11472426
Chile,CHL,2021-06-10,11582005
Chile,CHL,2021-06-11,11666705
Chile,CHL,2021-06-12,11689821
Chile,CHL,2021-06-13,11691299
Chile,CHL,2021-06-14,11800583
Chile,CHL,2021-06-15,11889426
Chile,CHL,2021-06-16,11999035
Chile,CHL,2021-06-17,12073076
Chile,CHL,2021-06-18,12136954
Chile,CHL,2021-06-19,12153827
Chile,CHL,2021-06-20,12155635
Chile,CHL,2021-06-21,12163059
Chile,CHL,2021-06-22,12266584
Chile,CHL,2021-06-23,12354598
Chile,CHL,2021-06-24,12466716
Chile,CHL,2021-06-25,12555075
Chile,CHL,2021-06-26,12576254
Chile,CHL,2021-06-27,12578548
Chile,CHL,2021-06-28,12581022
Chile,CHL,2021-06-29,12652934
Chile,CHL,2021-06-30,12724005
Chile,CHL,2021-07-01,12825034
Chile,CHL,2021-07-02,12901979
Chile,CHL,2021-07-03,12920970
Chile,CHL,2021-07-04,12923381
Chile,CHL,2021-07-05,12981610
Chile,CHL,2021-07-06,13032945
Chile,CHL,2021-07-07,13111602
Chile,CHL,2021-07-08,13173568
Chile,CHL,2021-07-09,13228098
Chile,CHL,2021-07-10,13249694
Chile,CHL,2021-07-11,13252270
Chile,CHL,2021-07-12,13305605
Chile,CHL,2021-07-13,13388716
Chile,CHL,2021-07-14,13446183
Chile,CHL,2021-07-15,13523004
Chile,CHL,2021-07-16,13525229
Chile,CHL,2021-07-17,13535642
Chile,CHL,2021-07-18,13536676
Chile,CHL,2021-07-19,13587035
Chile,CHL,2021-07-20,13629053
Chile,CHL,2021-07-21,13663857
Chile,CHL,2021-07-22,13701332
Chile,CHL,2021-07-23,13760773
Chile,CHL,2021-07-24,13785246
Chile,CHL,2021-07-25,13787352
Chile,CHL,2021-07-26,13803811
Chile,CHL,2021-07-27,13813894
Chile,CHL,2021-07-28,13821782
Chile,CHL,2021-07-29,13830927
Chile,CHL,2021-07-30,13839732
Chile,CHL,2021-07-31,13840812
Chile,CHL,2021-08-01,13840851
Chile,CHL,2021-08-02,13941463
Chile,CHL,2021-08-03,14055195
Chile,CHL,2021-08-04,14060216
Chile,CHL,2021-08-05,14063681
Chile,CHL,2021-08-06,14066857
Chile,CHL,2021-08-07,14067115
Chile,CHL,2021-08-08,14067171
Chile,CHL,2021-08-09,14144305
Chile,CHL,2021-08-10,14212625
Chile,CHL,2021-08-11,14215583
Chile,CHL,2021-08-12,14218023
Chile,CHL,2021-08-13,14220222
Chile,CHL,2021-08-14,14220518
Chile,CHL,2021-08-15,14220744
Chile,CHL,2021-08-16,14259756
Chile,CHL,2021-08-17,14297161
Chile,CHL,2021-08-18,14300419
Chile,CHL,2021-08-19,14303480
Chile,CHL,2021-08-20,14306702
Chile,CHL,2021-08-21,14308055
Chile,CHL,2021-08-22,14308751
Chile,CHL,2021-08-23,14338783
Chile,CHL,2021-08-24,14365790
Chile,CHL,2021-08-25,14383742
Chile,CHL,2021-08-26,14386807
Chile,CHL,2021-08-27,14389705
Chile,CHL,2021-08-28,14390988
Chile,CHL,2021-08-29,14391463
Chile,CHL,2021-08-30,14413442
Chile,CHL,2021-08-31,14435409
Chile,CHL,2021-09-01,14438201
Chile,CHL,2021-09-02,14440612
Chile,CHL,2021-09-03,14442900
Chile,CHL,2021-09-04,14443442
Chile,CHL,2021-09-05,14443587
Chile,CHL,2021-09-06,14460825
Chile,CHL,2021-09-07,14478159
Chile,CHL,2021-09-08,14480088
Chile,CHL,2021-09-09,14481838
Chile,CHL,2021-09-10,14483340
Chile,CHL,2021-09-11,14483718
Chile,CHL,2021-09-12,14483763
Chile,CHL,2021-09-13,14550325
Chile,CHL,2021-09-14,14603524
Chile,CHL,2021-09-15,14659624
Chile,CHL,2021-09-16,14687269
Chile,CHL,2021-09-17,14687351
Chile,CHL,2021-09-18,14687367
Chile,CHL,2021-09-19,14687370
Chile,CHL,2021-09-20,14754160
Chile,CHL,2021-09-21,14816674
Chile,CHL,2021-09-22,14891170
Chile,CHL,2021-09-23,14943165
Chile,CHL,2021-09-24,15015405
Chile,CHL,2021-09-25,15016318
Chile,CHL,2021-09-26,15016559
Chile,CHL,2021-09-27,15116057
Chile,CHL,2021-09-28,15237765
Chile,CHL,2021-09-29,15361953
Chile,CHL,2021-09-30,15477708
Chile,CHL,2021-10-01,15583474
Chile,CHL,2021-10-02,15589475
Chile,CHL,2021-10-03,15589917
Chile,CHL,2021-10-04,15674134
Chile,CHL,2021-10-05,15751560
Chile,CHL,2021-10-06,15821660
Chile,CHL,2021-10-07,15885777
Chile,CHL,2021-10-08,15940704
Chile,CHL,2021-10-09,15942767
Chile,CHL,2021-10-10,15942874
Chile,CHL,2021-10-11,15943397
Chile,CHL,2021-10-12,16001506
Chile,CHL,2021-10-13,16059654
Chile,CHL,2021-10-14,16109519
Chile,CHL,2021-10-15,16149726
Chile,CHL,2021-10-16,16151565
Chile,CHL,2021-10-17,16151672
Chile,CHL,2021-10-18,16191507
Chile,CHL,2021-10-19,16237053
Chile,CHL,2021-10-20,16277021
Chile,CHL,2021-10-21,16313391
Chile,CHL,2021-10-22,16343290
Chile,CHL,2021-10-23,16344705
Chile,CHL,2021-10-24,16344833
Chile,CHL,2021-10-25,16379723
Chile,CHL,2021-10-26,16412367
Chile,CHL,2021-10-27,16444370
Chile,CHL,2021-10-28,16474061
Chile,CHL,2021-10-29,16498986
Chile,CHL,2021-10-30,16501387
Chile,CHL,2021-10-31,16501654
Chile,CHL,2021-11-01,16501863
Chile,CHL,2021-11-02,16528270
Chile,CHL,2021-11-03,16555129
Chile,CHL,2021-11-04,16580877
Chile,CHL,2021-11-05,16604803
Chile,CHL,2021-11-06,16607630
Chile,CHL,2021-11-07,16607836
Chile,CHL,2021-11-08,16631793
Chile,CHL,2021-11-09,16654325
Chile,CHL,2021-11-10,16674274
Chile,CHL,2021-11-11,16692197
Chile,CHL,2021-11-12,16710320
Chile,CHL,2021-11-13,16713264
Chile,CHL,2021-11-14,16713490
Chile,CHL,2021-11-15,16733482
Chile,CHL,2021-11-16,16751833
Chile,CHL,2021-11-17,16767733
Chile,CHL,2021-11-18,16781824
Chile,CHL,2021-11-19,16794612
Chile,CHL,2021-11-20,16796236
Chile,CHL,2021-11-21,16796376
Chile,CHL,2021-11-22,16809904
Chile,CHL,2021-11-23,16822378
Chile,CHL,2021-11-24,16833482
Chile,CHL,2021-11-25,16843816
Chile,CHL,2021-11-26,16853600
Chile,CHL,2021-11-27,16855492
Chile,CHL,2021-11-28,16855744
Chile,CHL,2021-11-29,16868100
Chile,CHL,2021-11-30,16880176
Chile,CHL,2021-12-01,16891062
Chile,CHL,2021-12-02,16900830
Chile,CHL,2021-12-03,16909810
Chile,CHL,2021-12-04,16911298
Chile,CHL,2021-12-05,16911508
Chile,CHL,2021-12-06,16926732
Chile,CHL,2021-12-07,16942444
Chile,CHL,2021-12-08,16942764
Chile,CHL,2021-12-09,16982566
Chile,CHL,2021-12-10,17019408
Chile,CHL,2021-12-11,17023382
Chile,CHL,2021-12-12,17023736
Chile,CHL,2021-12-13,17057100
Chile,CHL,2021-12-14,17087832
Chile,CHL,2021-12-15,17115100
Chile,CHL,2021-12-16,17140168
Chile,CHL,2021-12-17,17161698
Chile,CHL,2021-12-18,17164520
Chile,CHL,2021-12-19,17164752
Chile,CHL,2021-12-20,17185002
Chile,CHL,2021-12-21,17203018
Chile,CHL,2021-12-22,17217406
Chile,CHL,2021-12-23,17227318
Chile,CHL,2021-12-24,17229114
Chile,CHL,2021-12-25,17229116
Chile,CHL,2021-12-26,17229220
Chile,CHL,2021-12-27,17247668
Chile,CHL,2021-12-28,17268112
Chile,CHL,2021-12-29,17287590
Chile,CHL,2021-12-30,17304516
Chile,CHL,2021-12-31,17307888
Chile,CHL,2022-01-01,17307896
Chile,CHL,2022-01-02,17307936
Chile,CHL,2022-01-03,17327764
Chile,CHL,2022-01-04,17348482
Chile,CHL,2022-01-05,17367556
Chile,CHL,2022-01-06,17384970
Chile,CHL,2022-01-07,17402220
Chile,CHL,2022-01-08,17403996
Chile,CHL,2022-01-09,17404216
Chile,CHL,2022-01-10,17424388
Chile,CHL,2022-01-11,17441926
Chile,CHL,2022-01-12,17457004
Chile,CHL,2022-01-13,17470666
Chile,CHL,2022-01-14,17484142
Chile,CHL,2022-01-15,17485742
Chile,CHL,2022-01-16,17485844
Chile,CHL,2022-01-17,17502428
Chile,CHL,2022-01-18,17515940
Chile,CHL,2022-01-19,17530538
Chile,CHL,2022-01-20,17542792
Chile,CHL,2022-01-21,17553920
Chile,CHL,2022-01-22,17555124
Chile,CHL,2022-01-23,17555228
Chile,CHL,2022-01-24,17569216
Chile,CHL,2022-01-25,17581524
Chile,CHL,2022-01-26,17591968
Chile,CHL,2022-01-27,17601752
Chile,CHL,2022-01-28,17610830
Chile,CHL,2022-01-29,17611998
Chile,CHL,2022-01-30,17612082
Chile,CHL,2022-01-31,17624052
Chile,CHL,2022-02-01,17634374
Chile,CHL,2022-02-02,17643628
Chile,CHL,2022-02-03,17652228
Chile,CHL,2022-02-04,17660008
Chile,CHL,2022-02-05,17660756
Chile,CHL,2022-02-06,17660840
Chile,CHL,2022-02-07,17670780
Chile,CHL,2022-02-08,17680164
Chile,CHL,2022-02-09,17688446
Chile,CHL,2022-02-10,17696324
Chile,CHL,2022-02-11,17703094
Chile,CHL,2022-02-12,17703764
Chile,CHL,2022-02-13,17703876
Chile,CHL,2022-02-14,17710928
Chile,CHL,2022-02-15,17717740
Chile,CHL,2022-02-16,17724548
Chile,CHL,2022-02-17,17731576
Chile,CHL,2022-02-18,17738464
Chile,CHL,2022-02-19,17739028
Chile,CHL,2022-02-20,17739072
Chile,CHL,2022-02-21,17749252
Chile,CHL,2022-02-22,17758692
Chile,CHL,2022-02-23,17767620
Chile,CHL,2022-02-24,17776660
Chile,CHL,2022-02-25,17785564
Chile,CHL,2022-02-26,17786468
Chile,CHL,2022-02-27,17786548
Chile,CHL,2022-02-28,17798028
Chile,CHL,2022-03-01,17807372
Chile,CHL,2022-03-02,17813696
Chile,CHL,2022-03-03,17819270
Chile,CHL,2022-03-04,17825532
Chile,CHL,2022-03-05,17826152
Chile,CHL,2022-03-06,17826194
Chile,CHL,2022-03-07,17830766
Chile,CHL,2022-03-08,17834200
Chile,CHL,2022-03-09,17837380
Chile,CHL,2022-03-10,17840256
Chile,CHL,2022-03-11,17844262
Chile,CHL,2022-03-12,17844772
Chile,CHL,2022-03-13,17844804
Chile,CHL,2022-03-14,17848100
Chile,CHL,2022-03-15,17850960
Chile,CHL,2022-03-16,17853418
Chile,CHL,2022-03-17,17855914
Chile,CHL,2022-03-18,17858872
Chile,CHL,2022-03-19,17859222
Chile,CHL,2022-03-20,17859248
Chile,CHL,2022-03-21,17861932
Chile,CHL,2022-03-22,17864356
Chile,CHL,2022-03-23,17866756
Chile,CHL,2022-03-24,17868972
Chile,CHL,2022-03-25,17871938
Chile,CHL,2022-03-26,17872358
Chile,CHL,2022-03-27,17872390
Chile,CHL,2022-03-28,17875094
Chile,CHL,2022-03-29,17877336
Chile,CHL,2022-03-30,17879680
Chile,CHL,2022-03-31,17881672
Chile,CHL,2022-04-01,17884102
Chile,CHL,2022-04-02,17884392
Chile,CHL,2022-04-03,17884406
Chile,CHL,2022-04-04,17886776
Chile,CHL,2022-04-05,17888936
Chile,CHL,2022-04-06,17890898
Chile,CHL,2022-04-07,17892762
Chile,CHL,2022-04-08,17894852
Chile,CHL,2022-04-09,17895188
Chile,CHL,2022-04-10,17895208
Chile,CHL,2022-04-11,17897176
Chile,CHL,2022-04-12,17898774
Chile,CHL,2022-04-13,17900330
Chile,CHL,2022-04-14,17902112
Chile,CHL,2022-04-15,17902132
Chile,CHL,2022-04-16,17902140
Chile,CHL,2022-04-17,17902148
Chile,CHL,2022-04-18,17903940
Chile,CHL,2022-04-19,17905428
Chile,CHL,2022-04-20,17906980
Chile,CHL,2022-04-21,17908424
Chile,CHL,2022-04-22,17909994
Chile,CHL,2022-04-23,17910284
Chile,CHL,2022-04-24,17910292
Chile,CHL,2022-04-25,17912004
Chile,CHL,2022-04-26,17913520
Chile,CHL,2022-04-27,17914944
Chile,CHL,2022-04-28,17916424
Chile,CHL,2022-04-29,17918060
Chile,CHL,2022-04-30,17918356
Chile,CHL,2022-05-01,17918360
Chile,CHL,2022-05-02,17920064
Chile,CHL,2022-05-03,17921656
Chile,CHL,2022-05-04,17923248
Chile,CHL,2022-05-05,17924852
Chile,CHL,2022-05-06,17926556
Chile,CHL,2022-05-07,17926900
Chile,CHL,2022-05-08,17926916
Chile,CHL,2022-05-09,17928624
Chile,CHL,2022-05-10,17930204
Chile,CHL,2022-05-11,17931880
Chile,CHL,2022-05-12,17933716
Chile,CHL,2022-05-13,17935660
Chile,CHL,2022-05-14,17936100
Chile,CHL,2022-05-15,17936124
Chile,CHL,2022-05-16,17938384
Chile,CHL,2022-05-17,17940726
Chile,CHL,2022-05-18,17943026
Chile,CHL,2022-05-19,17945338
Chile,CHL,2022-05-20,17947826
Chile,CHL,2022-05-21,17948090
Chile,CHL,2022-05-22,17948122
Chile,CHL,2022-05-23,17950684
Chile,CHL,2022-05-24,17953176
Chile,CHL,2022-05-25,17955632
Chile,CHL,2022-05-26,17958000
Chile,CHL,2022-05-27,17960296
Chile,CHL,2022-05-28,17961002
